3.102871098529824158e-03,3.288558563552436420e-02,2.197877332538370268e-02,5.523984814879556726e-02,-2.728864650676426223e-02,-1.627796100099893409e-02,6.065005677627881286e-02,-2.200955368667802114e-06,-2.492855145981256668e-02,-4.983111742798258803e-03
5.239669335942995394e-03,8.164385869175500368e-03,3.824073447107885319e-03,-1.781081313507659747e-02,-6.368213851206784917e-03,-1.221521540152588521e-02,-5.424311401851567016e-03,-9.064685198363705079e-03,-2.788400963378843619e-02,-7.239288412048770077e-04
8.565575540450339614e-03,9.031504344583732302e-03,2.462736495078924823e-02,4.284407011165571044e-02,-5.412223650988110674e-02,-9.260466163620070801e-03,4.514975332015649934e-02,2.372949025756937447e-02,-2.233584722489293656e-02,-2.174545467584349315e-02
4.640925704178839109e-03,2.542007568087687602e-02,5.803276608270399768e-03,-1.460180561097715324e-03,-3.521393596563880679e-02,-7.632909631360811076e-03,8.939585735702249882e-04,-1.169920948066013877e-02,-2.693809242723292988e-02,-2.356682727661672111e-02
2.228844104893507039e-02,1.228030148628397530e-02,2.260909082203464357e-02,5.316512492517317529e-02,-4.021988804370567328e-02,-2.926936040218919982e-03,4.812588791226275753e-02,2.290690408604139153e-02,-1.696857569058887738e-02,-9.405089004043680478e-03
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.438148462556841339e-02,8.697435552206242426e-03,4.570436226452316737e-03,9.462346917637039223e-03,-3.356723262558949927e-02,1.141730555886472272e-02,-5.911852670731085682e-03,9.745980398331221747e-03,-1.251456646974419273e-02,-1.547056160905445864e-02
-2.082394494394405882e-02,7.368198633701787681e-02,1.773938521601120186e-02,5.239216458602181936e-02,-1.525963691193868779e-02,-4.682957677934643237e-02,7.373300412894663591e-02,-3.465721716238381878e-02,-3.886493569337696324e-02,-1.194624228867706590e-02
2.455309026691236338e-02,1.205482992787329163e-02,2.192385212001142850e-02,3.623611311363951482e-02,-8.340179542620418385e-02,-2.297973979904714345e-02,3.460282274008932152e-02,4.493093099351189168e-02,-1.566308960136539308e-02,-5.657722889804739363e-02
-1.669569493981409164e-02,1.370553553892202986e-02,1.479924051436729178e-02,1.588566351026354795e-02,-8.266150611548101976e-03,-2.411262820856599834e-02,3.634391943803290392e-02,-5.033038502540514506e-03,-2.540256537051669566e-02,1.430362148904625952e-03
-1.169141553821653051e-02,3.200730327484910959e-02,2.111788572094607311e-02,5.191347677086655121e-02,-5.061690657724450537e-02,-2.870275871855399938e-02,5.858158503875592060e-02,8.468147551742940052e-03,-2.250005514274311044e-02,-3.126697441109101833e-02
3.213230485910197748e-02,5.379948806508820514e-03,1.062406300174413565e-02,-1.670934113684130473e-02,-5.756705221595007083e-02,1.356174260049886060e-03,-1.493477784197215844e-02,1.549801649794035896e-02,-2.493608627098590699e-02,-3.536596854319389027e-02
7.154213553578540191e-03,1.461165806166420458e-02,2.191179742284458248e-02,6.787701472508547718e-02,-3.459861494457949771e-02,-4.072318032576092983e-03,6.001099914475868657e-02,1.902746216259761786e-02,-1.076640586075112635e-02,-6.393071621739080529e-03
5.874515497373554440e-02,3.695006012185955702e-02,1.371394866707178160e-02,2.646842491441953743e-02,-1.026010073040463239e-01,-4.646966467147356505e-02,2.009100814961831127e-02,5.575567967104950312e-02,-1.317522227017710323e-02,-9.183232653002032508e-02
-3.546423795728885497e-03,1.090207600947361820e-02,2.407917458059453952e-02,5.460486718134884010e-02,-4.963990704847515145e-02,-1.019004003749669068e-02,5.466979893750701508e-02,2.063034217781130331e-02,-1.737883098927247780e-02,-1.934973970934653065e-02
3.338456507260453149e-02,5.281113386414544933e-03,1.839860670305358201e-02,1.647361499698997422e-04,-6.097316098731425660e-02,-3.191395350622378002e-03,5.016045734492548605e-03,2.305293857452369796e-02,-2.909367410271199508e-02,-3.140906364369627085e-02
-3.472171534516040742e-02,7.434400544975162950e-02,5.802755671696567877e-03,1.519742679703023347e-02,2.895867110747255002e-02,-5.218602710593406996e-02,7.287159244072596853e-02,-4.172941909451557269e-02,-4.891141929878780464e-02,5.027178926201686729e-03
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.250309818191491062e-03,2.599643956001342765e-02,2.335241115624426406e-02,2.860312905454069632e-02,-4.568026464658095365e-02,-1.919900243836194023e-02,4.157522986376074869e-02,4.799029555480921472e-03,-3.701348389139184902e-02,-1.880299763218353654e-02
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.849193865861568226e-02,1.227197045402232678e-02,1.368706324647581130e-02,4.014429141404692036e-02,-3.415423182168453309e-02,2.778354798147475435e-03,2.930238217526427366e-02,1.411563604599221089e-02,-1.107725941481500255e-02,-1.130687642756476180e-02
1.663517351172144609e-02,1.343478489822996433e-02,1.541143209112636435e-02,3.952491439114031585e-02,-3.647661633590663921e-02,2.657298986364024090e-04,3.229014958510120076e-02,1.466591854714579396e-02,-1.153037983359740323e-02,-1.365814040302865476e-02
-1.093176081317082451e-02,-6.503864221800124100e-03,1.339673302459482539e-02,2.603711247471619111e-02,-1.565564172284834854e-02,-4.737510106242251440e-03,5.225733247005230619e-02,3.390348492345503228e-02,-1.508189074501456624e-02,-6.091694545247632563e-03
7.081715949780777175e-03,1.400640976073994071e-02,5.590687880949373779e-03,3.294889618666091424e-02,-2.721845325527768103e-02,6.365561075067138752e-03,1.745228900974973157e-02,4.039754550768331551e-03,-2.854886183285042581e-03,-1.346189807662842575e-02
-1.940443087392607069e-02,6.809214617116321477e-02,2.043792529134757022e-02,2.737460621947891692e-02,-3.475732447671948944e-02,-5.199429927481329095e-02,5.885064843260402051e-02,-2.996296706705357457e-02,-5.042604438052417093e-02,-2.727408625495181954e-02
5.310936642075204939e-02,3.243946855395223733e-02,1.607176044877197535e-02,8.330262743367223416e-03,-1.194520934887661895e-01,-5.214781569135436279e-02,1.073603881054076281e-02,5.863252333576197267e-02,-2.183448562743822013e-02,-1.057324772055062562e-01
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.556104011659665581e-03,5.677159809601223239e-02,-2.853553429557388957e-02,3.202559762024208279e-02,1.846009910781256161e-02,-2.709205037011590961e-03,-1.678347838737349884e-02,-5.009152914285165681e-02,-1.694132783079672910e-02,3.651486171546838161e-03
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.506780840929510673e-02,-2.636218585790586245e-03,7.566462666044850710e-03,4.575406254332524403e-03,-7.131986908492819917e-03,-2.395020009051687226e-03,8.387472655315995895e-03,1.061743451267157731e-02,-9.252802299521313209e-03,2.477021387181159787e-03
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.875848383889156562e-02,8.654953179569246577e-03,1.723954039489783083e-02,7.831824546923403518e-03,-4.898734562445859059e-02,2.240698770789280661e-03,7.357443057251665183e-03,2.309762130998927257e-02,-2.492832901047657007e-02,-2.057455924187158100e-02
4.944077091964468873e-04,1.353223143356638812e-02,-5.435026568621111054e-04,1.247005794862230191e-02,1.688733131870321508e-02,-5.315555245253693675e-03,1.078873746123254485e-02,-1.547091690872069540e-02,-1.394321282578829362e-02,1.754447431031411903e-02
1.626600379845003636e-02,2.907464756394819924e-02,3.858899061851797825e-03,1.067167433958343334e-02,-2.081623762468378519e-02,-1.681668335596402108e-03,5.661651406398742967e-03,-1.296283017882720809e-02,-2.082552515016424313e-02,-1.106534234790692260e-02
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
